917	287.4
913	288.1
915	287.1
914	290.1
912	293.1
913	289.8
917	288.5
914	297.5
912	293.6
908	290.5
907	291.6
916	284
918	288.1
918	285.6
916	288.6
915	295.2
917	286.2
917	288.4
916	288.9
916	289.2
918	290.1
910	295.5
911	288
911	289.2
912	293.4
911	293
912	290.1
914	288.9
915	291.1
915	293.2
915	290.4
912	291.2
913	289.2
911	292
916	290.2
910	290.9
911	292
913	292.1
914	293.1
914	293.6
914	293.2
909	293.1
907	293.2
910	292.4
909	293.4
905	295.4
911	290.9
910	291.5
907	295.1
909	293.4
911	292.4
908	293.9
913	289.9
910	296.1
912	294.4
912	297.1
916	284.2
913	288.4
912	293.1
913	293.1
917	287.2
914	289.2
911	292.5
910	290.5
910	293.1
910	294.6
910	295
908	295.1
907	296.1
909	292.6
914	289.6
911	292.9
913	292.1
914	291.9
913	293.2
912	293.6
912	294.2
912	292.1
912	293.1
913	293.1
914	292.1
916	289.6
912	291.1
912	294.1
910	292.4
908	293.4
910	294.6
910	295.6
910	293.1
909	293
909	294.9
909	293.1
912	288.9
912	293.4
910	293
914	291.6
917	291.9
916	293.1
913	292.4
912	292.9
912	291.4
914	292.1
912	291.4
911	292.1
913	293.4
915	293.1
913	291.5
914	291.1
912	294.4
910	294.6
908	295.1
908	291.6
906	291.8
910	287.1
914	287.6
915	291.5
914	294.9
911	294.1
909	293.1
913	291.4
913	292.1
916	290.1
918	287.4
918	289.1
917	290.1
916	289.1
914	293.2
911	290.1
910	289.6
912	288.4
913	288.4
915	287.1
916	285.1
917	288.6
916	288.9
920	290.1
916	291.1
914	288.1
916	289.4
917	290.1
917	289.4
916	291.1
917	289.6
914	289.1
914	288.5
912	285.4
913	286.9
914	287.6
917	287
916	285.1
914	287.1
910	288.6
919	279.9
920	285.1
919	278.8
919	282.9
914	287.8
914	287.5
917	284.5
911	286.1
911	283.1
919	282.6
922	279.9
920	285.6
921	284.1
920	285.6
915	282.9
914	284.9
921	284.8
910	287.5
911	279.8
915	284.9
913	288.5
918	272.1
916	284.5
918	273.9
920	277.4
916	283.1
915	284.1
923	281.4
914	286.4
910	285.2
911	287.5
920	280.6
918	281.9
919	286.4
914	286.9
910	286.9
912	286.1
920	281.1
917	281.5
915	282.9
916	283.6
917	283.5
913	290.1
913	287.1
909	290.8
916	285.6
918	284.4
917	286
913	286.4
913	286.4
915	290.9
915	286.6
910	285.1
911	289.6
915	287
915	289.1
913	288.4
913	286.4
913	286.4
911	286.1
917	282.6
914	283.9
910	286
906	287.5
912	289.4
913	287.1
909	286.9
914	285.1
917	282.8
918	284.2
917	285.8
916	285.5
917	286.1
916	287.8
913	292.4
911	291.4
913	291.6
913	290.6
912	290.1
908	290.9
905	291.1
910	285.9
910	287.8
911	288.1
908	290.5
911	286.5
914	288.1
916	287.4
916	285.6
916	288.4
915	286.9
917	286.6
915	288.1
912	289.1
912	288.1
911	288.4
913	291.1
911	290.4
910	297.1
911	292.1
910	292.5
910	294.6
910	290.8
913	289.4
911	293.9
913	291.8
909	289.1
906	292.4
908	293.8
910	293.1
912	291.9
912	293.1
907	292.1
907	292.1
908	291.6
908	293.1
902	292.9
908	290.6
906	288.5
914	286.1
911	288.6
915	292.1
912	290.1
910	291.1
910	292.9
910	290.2
908	292.2
912	289.9
913	289.6
912	292.6
911	289.5
912	290.1
911	291.8
907	292.1
910	291.1
914	288.1
908	292.4
906	290.9
911	291.1
911	292.4
912	291.1
907	292.1
910	291.4
915	287.9
916	289.1
917	288
914	288.9
911	291.4
912	290.1
912	291.1
913	292.1
915	290.1
917	289.9
914	293.1
913	290.6
914	291.6
914	291.4
910	290.6
910	291.5
911	289.6
913	288.9
911	286.9
912	287.1
915	290.1
915	290.6
911	291.4
914	291.1
916	288.9
914	291.8
914	288.4
915	285.5
912	288.6
915	287.1
919	286.5
920	286.5
918	286.9
914	280.1
920	285.1
916	286.6
915	287.1
913	287.5
916	283.1
917	285.1
914	281.9
914	286.6
915	288.4
911	283.6
907	285.8
905	284
910	275.8
913	279.6
925	282.2
918	285.4
921	285.1
919	286.1
916	281
913	284.1
912	285.9
914	287.4
916	287.1
913	288.1
913	287.1
911	288.1
911	287.4
914	285.1
912	288.1
911	289.6
919	284.4
916	284.1
917	279
920	277.9
910	281.9
919	280.6
919	279.8
919	285.8
919	285.9
921	283.5
919	283
917	279.6
912	286.9
918	281.5
919	283.9
916	284.6
912	287.9
917	279.6
922	280.6
922	279.4
923	285
924	279.9
922	280.5
919	275.4
922	281.4
920	282.4
919	282.2
918	284.6
916	282.5
918	283.6
918	284.6
918	283.4
920	281.4
920	280.1
922	282.6
923	282.1
923	283.6
921	282.4
920	279.6
919	275.9
918	281.1
916	277.1
914	282.1
913	285.1
915	280.1
914	282.5
917	283.9
912	287.6
916	278.5
920	274.1
921	282.1
920	277.9
918	278.6
919	279.9
921	283.5
920	281.9
921	285
920	283.5
921	283.1
919	279.2
921	283.5
923	283.4
922	283.6
921	283.1
918	285
917	284.5
917	283.9
916	286.6
913	286.1
910	285.9
913	285.9
916	283.1
917	282.1
918	281.8
917	280.4
919	280
920	285.5
918	282.1
916	282.9
916	286.6
917	285.9
919	286.5
921	285.1
920	284.5
914	285.8
909	285.1
914	279.5
915	282.1
915	285.1
911	287.4
914	281.9
920	281.9
919	284.5
919	283.5
918	285.9
917	287
913	285.9
910	286.5
911	289.4
913	286.8
915	284.5
918	283.1
919	287.5
916	288.5
914	288.5
913	289.5
911	289.5
912	290.4
914	286.9
915	285.6
914	286.6
914	285.1
914	283.9
914	282.9
914	284.1
908	283.9
906	286.1
914	282
917	284.8
919	285.4
916	286.9
914	287.1
914	289.4
913	291.1
910	291.9
912	291.1
913	292.9
913	293.9
915	291.1
916	288.9
917	292.1
911	297.4
913	292.9
914	293.1
914	292.1
913	292.2
910	292.2
913	292.6
911	291.1
907	290.9
912	290.4
915	286.5
915	288.9
914	287.5
910	287.5
910	288.9
912	291.5
911	288.9
912	289.1
913	290.4
916	288.6
916	287.4
912	289.6
911	291.4
910	291.1
914	289.9
913	288.9
910	290.2
910	291.1
910	291.8
912	289.9
914	287.2
911	288.5
909	291.1
909	292.8
910	291.5
912	286.9
911	290.4
911	290.4
914	289.9
916	289.4
915	290.2
915	291.4
914	289
912	298
911	292.2
914	287.8
914	290.9
913	293.9
910	292.9
910	294.8
909	293.4
908	295.9
907	294.1
908	292.6
912	291.1
912	293
906	292.1
910	290.4
912	289.4
909	294.1
909	294.9
909	294.5
912	290.6
911	292.8
908	295.5
910	295.4
910	294.6
910	290.6
910	295.1
909	292.2
911	291.1
910	292.8
913	291.8
912	291.1
908	291.6
906	290.9
908	292.1
909	290.5
910	291.9
908	290.5
907	288.9
908	292.8
906	291.8
903	288.4
903	289.6
907	287.6
909	291.9
911	292.4
911	295.9
912	295.5
913	295.6
912	291.4
912	290.5
913	287.9
914	291.1
913	293.4
910	293
908	295.5
908	294.2
908	294
910	292.5
910	292.4
907	294
911	291.4
910	292.2
907	293.8
904	293.6
907	294
909	293.9
911	289.4
913	286.9
913	287.8
912	288.9
912	287.4
912	291.5
911	289.4
911	294.4
912	294.1
912	290.8
910	292.4
909	287.2
908	294.5
908	292.5
907	289.4
909	291.6
911	291.1
912	291.2
913	288
914	290.8
916	289.8
916	290.9
914	292
914	291.1
913	288.6
914	285.4
915	289.9
915	290.9
916	295.8
917	291.2
914	291.9
913	290.9
913	291.2
914	292
911	293.5
910	295.8
911	294.1
913	290.8
914	291.4
911	289.2
913	292.5
912	291.5
912	288.4
914.7	288.4
915	286
912	288.9
914	286.8
916	287.5
916	284.6
915	287.8
916	289
914.3	287.6
915	289.8
915.2	288
916	287.2
917	288.2
916.3	284.9
914	288.9
913	286.2
917	288.1
916	286.8
914	291.1
913.4	288.9
914.3	288.5
915	289.5
915	287.1
913.4	287.2
914	284.8
905	287.9
904	287.1
909	288.5
908.4	284.6
909.3	285.4
908.4	290
910	280.4
915.1	278.4
918	276.8
920	277.9
920	276.1
919	281.2
917.1	281.5
916	285.9
919.4	287.4
919	287.2
920	286
918	287.2
918	286
918	285.2
917	285.1
915.2	280.4
913.1	281.1
910	285
915.4	289
918	289.1
914	287.9
915	287.1
910	286.9
914	286.2
916	289.9
916	288.4
913.3	289.9
914	289.1
910	288.8
908.2	281.9
911	275.6
911	275.5
912	273.9
915	276.1
917.4	282
917	285.2
917.3	287.2
917	283.9
917	286.1
917	279.9
913.4	286
910	291.6
919.3	283.9
916	288.4
915	288.4
918.3	281.4
921	284.9
924.4	284.6
919.2	287.4
920.4	288.2
922.2	290.4
923.4	286.6
922	286.9
919.1	279.4
917	285.2
911.2	286.6
918	285.2
921.2	285.2
921.4	286.8
921	285.1
920	286.4
916	286.8
912.4	286.8
914.1	285.5
914.2	281.6
915.2	275.4
916.2	274.9
918.2	271.4
916.2	279.6
916	275.4
917	282.4
915	276.1
916	283.4
908.1	283.5
918	281.1
918	281.1
914	280
915.4	283.1
916	286.1
920	283.8
922	285.8
922.3	285.9
920	285
919	280.1
919	286
918	283.1
916	280.1
914.2	284.5
911.4	287.1
917	279.9
917.3	281.9
916	281.2
912.1	282.6
911	287.8
917	280.9
917.4	282.4
917.7	279
917.3	283.4
916.4	283.1
914.4	286.1
912	287.8
912.3	284.1
915	289.1
914	286.6
913	289.2
914	285.1
909	291.6
914	281.4
920	279.1
918.4	282.8
917	282.1
914	287.6
913	287.5
915	285
912.3	286.6
909	286.4
913	281.1
916	281.5
917.2	279.4
918	284.1
916	283
912	287
909	289.2
914	280
914	281.9
908	293.1
917	282.2
916	282.1
913	286.5
912	287.4
915.4	286
917	285.4
916	286.9
915.3	287.6
914	287.1
912	286.6
911	286.6
914	287.2
908	288.9
912	286.9
915.1	283.4
916.3	285.4
915	286.9
912.2	287.4
911	289.9
910.4	288.9
906.2	289
906	289.8
907	290
911.3	285.5
912.4	285.9
909	287.4
907	287.1
904.1	288.2
910	290.4
919	280.9
919.4	278.4
915.3	285.9
914.2	289.6
916.3	285.6
915	285.5
914	283.4
912.4	284.8
912	286.4
909.4	283.2
914.4	283.1
917	284.2
918	287.2
916	286.8
915	289.2
913	288.6
914	287.8
915	284.1
912.3	286.6
911.1	287.9
913	289.4
913	292.6
912.2	292.1
909	287.9
907.1	290.1
911	288.6
910.2	293.4
913.2	289.5
911	290.4
911.1	289.1
910.3	295.5
910.1	291.9
908	295.1
909.2	292.4
915.4	286.6
916.3	286.4
915.3	287.4
911.2	290
904	289.4
908	291.1
907.2	291.9
906	291.9
909	289.6
914	291.6
917.2	287.1
915	286.5
910	290
911	289.4
913	288.8
913.2	288.1
914	289.4
913	288.4
907.4	295
907	291.4
910	290.4
911.1	289.9
912.4	290.6
915	289.4
916	289.2
914.1	288.1
912.1	289.2
912.3	289.9
912	288.9
912	290.1
913	288.4
914	290.4
910.2	290.9
906	293.6
911.2	289.9
915	286
916	287.9
915.2	289.1
915	289
915.1	288.9
913.1	294.6
912	293.4
908	292
909	294.4
912	286.8
913.1	287.8
912.4	287.9
913.3	286.6
914.2	291.1
916	290.4
914	292.1
913	291.5
912.3	294.1
914.1	293.6
913.2	295.1
913	295.4
911.4	291.9
910	292.1
910	297.9
911.2	298.1
910.2	296.1
913.2	288.1
915.3	289.4
915	287.2
911	291.1
909	290.2
910	291
908.2	288.5
911.2	291.6
914.3	291.4
914.2	290.8
913.3	291.6
915.3	293.1
910.4	290.9
909	289.1
911	287.8
910	291.1
911	293.4
913	292.4
913	291.1
911.1	291.6
907.1	294.4
911.1	294.9
913	294.2
913.3	293.9
911.1	294.2
910	291.9
910.3	294.8
909.1	292.5
913	292.9
914.3	294
915.1	293.9
917	288.6
916	292.2
915.3	292.8
915	292.1
913	291.9
911.2	292.5
911	291.1
910.3	292.4
909	290.6
906	292
905	292.9
907.2	293
909	293.4
915	291.1
916.4	289.9
915.1	291.2
915.1	292
915.1	293
914.3	292.9
913	292.8
916	292.9
916.4	292.1
917	291
916.2	291
